TRUE,TRUE,62,FALSE,FALSE,4,yes
TRUE,FALSE,37,FALSE,FALSE,2,no
TRUE,FALSE,29,FALSE,FALSE,1,yes
TRUE,FALSE,86,FALSE,FALSE,2,yes
TRUE,FALSE,76,FALSE,FALSE,1,yes
FALSE,FALSE,22,FALSE,FALSE,2,no
TRUE,TRUE,89,FALSE,FALSE,4,yes
TRUE,FALSE,24,FALSE,FALSE,2,no
FALSE,FALSE,13,FALSE,FALSE,1,no
FALSE,FALSE,81,FALSE,FALSE,1,yes
TRUE,TRUE,77,FALSE,FALSE,4,yes
TRUE,TRUE,71,FALSE,FALSE,4,yes
FALSE,FALSE,13,FALSE,FALSE,0,no
TRUE,FALSE,52,FALSE,FALSE,1,yes
FALSE,TRUE,63,FALSE,FALSE,5,yes
TRUE,FALSE,29,FALSE,FALSE,1,yes
TRUE,FALSE,60,FALSE,TRUE,2,no
FALSE,FALSE,13,FALSE,FALSE,0,no
FALSE,FALSE,4,FALSE,FALSE,0,no
FALSE,FALSE,8,FALSE,FALSE,0,no
TRUE,FALSE,76,FALSE,FALSE,2,yes
FALSE,FALSE,11,FALSE,FALSE,0,no
FALSE,FALSE,12,FALSE,FALSE,0,no
FALSE,FALSE,27,TRUE,TRUE,2,no
TRUE,FALSE,85,FALSE,FALSE,2,yes
FALSE,TRUE,81,FALSE,FALSE,4,yes
FALSE,TRUE,122,FALSE,FALSE,4,yes
TRUE,FALSE,77,FALSE,FALSE,2,yes
FALSE,FALSE,10,TRUE,FALSE,1,no
FALSE,TRUE,111,TRUE,FALSE,2,yes
FALSE,FALSE,35,TRUE,TRUE,2,no
TRUE,FALSE,40,FALSE,FALSE,3,no
TRUE,FALSE,20,FALSE,FALSE,1,yes
FALSE,FALSE,9,FALSE,FALSE,0,no
FALSE,FALSE,12,FALSE,FALSE,0,no
FALSE,FALSE,43,FALSE,FALSE,3,no
FALSE,FALSE,21,FALSE,TRUE,1,no
TRUE,FALSE,72,FALSE,FALSE,2,yes
TRUE,FALSE,71,FALSE,FALSE,2,no
FALSE,FALSE,14,FALSE,FALSE,0,no
FALSE,FALSE,17,FALSE,FALSE,0,no
FALSE,FALSE,4,FALSE,FALSE,0,no
TRUE,FALSE,87,FALSE,FALSE,1,yes
FALSE,FALSE,13,FALSE,FALSE,1,no
FALSE,FALSE,20,FALSE,FALSE,1,no
TRUE,FALSE,26,FALSE,FALSE,1,yes
FALSE,FALSE,74,FALSE,FALSE,1,yes
TRUE,TRUE,54,FALSE,FALSE,4,yes
TRUE,FALSE,89,FALSE,FALSE,2,yes
FALSE,FALSE,8,FALSE,FALSE,0,no
TRUE,FALSE,69,FALSE,FALSE,3,no
TRUE,TRUE,72,FALSE,FALSE,4,yes
FALSE,FALSE,75,FALSE,FALSE,1,yes
TRUE,FALSE,33,FALSE,FALSE,1,yes
FALSE,FALSE,16,FALSE,FALSE,1,no
TRUE,FALSE,57,FALSE,FALSE,1,yes
TRUE,FALSE,91,FALSE,FALSE,2,yes
FALSE,FALSE,42,TRUE,TRUE,2,no
FALSE,FALSE,82,TRUE,FALSE,5,no
FALSE,TRUE,88,FALSE,FALSE,4,yes
TRUE,FALSE,79,FALSE,FALSE,2,yes
FALSE,FALSE,2,FALSE,FALSE,0,no
FALSE,TRUE,48,FALSE,FALSE,5,yes
FALSE,FALSE,37,FALSE,TRUE,1,no
TRUE,FALSE,106,FALSE,FALSE,1,yes
FALSE,FALSE,3,FALSE,FALSE,0,no
TRUE,FALSE,91,FALSE,FALSE,2,yes
FALSE,FALSE,9,FALSE,FALSE,0,no
TRUE,FALSE,54,FALSE,FALSE,2,yes
FALSE,FALSE,7,FALSE,FALSE,0,no
TRUE,FALSE,67,FALSE,FALSE,2,no
FALSE,FALSE,6,FALSE,FALSE,0,no
FALSE,FALSE,5,FALSE,FALSE,0,no
TRUE,FALSE,81,FALSE,FALSE,2,yes
TRUE,FALSE,80,FALSE,FALSE,2,yes
FALSE,FALSE,6,FALSE,FALSE,0,no
FALSE,TRUE,89,FALSE,FALSE,4,yes
FALSE,TRUE,65,FALSE,FALSE,5,yes
FALSE,FALSE,56,FALSE,FALSE,1,yes
TRUE,TRUE,79,FALSE,FALSE,4,yes
FALSE,FALSE,10,FALSE,FALSE,0,no
TRUE,FALSE,77,FALSE,FALSE,2,yes
FALSE,TRUE,106,FALSE,FALSE,4,yes
FALSE,FALSE,6,FALSE,FALSE,0,no
FALSE,FALSE,13,FALSE,FALSE,0,no
FALSE,FALSE,97,TRUE,TRUE,2,no
FALSE,TRUE,51,FALSE,FALSE,5,yes
FALSE,TRUE,53,FALSE,FALSE,5,yes
FALSE,FALSE,10,FALSE,FALSE,0,no
TRUE,FALSE,52,FALSE,FALSE,1,yes
FALSE,FALSE,19,FALSE,FALSE,2,no
TRUE,FALSE,81,FALSE,FALSE,2,yes
TRUE,FALSE,53,FALSE,FALSE,2,no
FALSE,FALSE,9,FALSE,FALSE,0,no
TRUE,FALSE,80,FALSE,FALSE,2,yes
TRUE,FALSE,78,FALSE,FALSE,2,yes
TRUE,FALSE,75,FALSE,FALSE,2,yes
FALSE,FALSE,34,TRUE,TRUE,2,no
FALSE,FALSE,5,FALSE,FALSE,0,no
FALSE,FALSE,27,FALSE,FALSE,2,no
TRUE,FALSE,74,FALSE,FALSE,2,yes
FALSE,FALSE,25,FALSE,FALSE,1,no
FALSE,FALSE,11,FALSE,FALSE,0,no
TRUE,FALSE,79,FALSE,FALSE,2,yes
FALSE,TRUE,51,FALSE,FALSE,5,yes
FALSE,FALSE,93,TRUE,FALSE,2,yes
TRUE,FALSE,58,FALSE,FALSE,2,yes
TRUE,FALSE,28,FALSE,FALSE,1,yes
TRUE,FALSE,87,FALSE,FALSE,1,yes
FALSE,FALSE,85,TRUE,FALSE,2,yes
TRUE,FALSE,92,FALSE,FALSE,3,no
TRUE,FALSE,34,FALSE,FALSE,1,yes
FALSE,FALSE,34,FALSE,FALSE,2,no
FALSE,FALSE,12,FALSE,FALSE,1,no
TRUE,FALSE,79,FALSE,FALSE,2,yes
FALSE,FALSE,14,TRUE,FALSE,2,no
TRUE,FALSE,38,FALSE,FALSE,2,no
TRUE,FALSE,68,FALSE,TRUE,1,no
FALSE,TRUE,113,TRUE,FALSE,2,yes
TRUE,TRUE,82,FALSE,FALSE,4,yes
TRUE,FALSE,45,FALSE,FALSE,2,no
FALSE,TRUE,82,FALSE,FALSE,4,yes
FALSE,FALSE,20,FALSE,FALSE,1,no
FALSE,FALSE,71,FALSE,FALSE,1,yes
FALSE,FALSE,11,FALSE,FALSE,0,no
TRUE,FALSE,67,FALSE,FALSE,2,yes
FALSE,FALSE,71,TRUE,FALSE,5,no
FALSE,FALSE,80,TRUE,FALSE,5,no
FALSE,FALSE,15,FALSE,FALSE,1,no
FALSE,TRUE,97,FALSE,FALSE,4,yes
FALSE,TRUE,85,TRUE,FALSE,2,yes
FALSE,FALSE,2,FALSE,FALSE,0,no
FALSE,FALSE,13,FALSE,FALSE,1,no
FALSE,FALSE,37,FALSE,TRUE,3,no
FALSE,FALSE,76,FALSE,FALSE,1,yes
TRUE,FALSE,111,FALSE,FALSE,1,yes
TRUE,FALSE,70,FALSE,FALSE,2,yes
FALSE,FALSE,4,FALSE,FALSE,0,no
FALSE,FALSE,70,FALSE,FALSE,1,yes
FALSE,TRUE,45,FALSE,FALSE,5,yes
FALSE,FALSE,77,FALSE,FALSE,1,yes
FALSE,FALSE,8,FALSE,FALSE,0,no
FALSE,TRUE,92,FALSE,FALSE,4,yes
TRUE,FALSE,67,FALSE,FALSE,4,no
TRUE,FALSE,81,FALSE,FALSE,2,yes
FALSE,FALSE,6,TRUE,TRUE,1,no
FALSE,FALSE,5,FALSE,TRUE,0,no
TRUE,FALSE,95,FALSE,FALSE,2,yes
FALSE,TRUE,105,FALSE,FALSE,4,yes
FALSE,FALSE,36,FALSE,TRUE,1,no
TRUE,TRUE,72,FALSE,TRUE,4,yes
TRUE,FALSE,63,FALSE,FALSE,2,yes
FALSE,FALSE,42,TRUE,TRUE,2,no
FALSE,FALSE,25,FALSE,FALSE,0,no
FALSE,FALSE,24,FALSE,FALSE,2,no
TRUE,FALSE,79,FALSE,FALSE,1,yes
FALSE,FALSE,85,TRUE,FALSE,2,yes
FALSE,FALSE,8,FALSE,FALSE,0,no
TRUE,FALSE,81,FALSE,FALSE,2,yes
FALSE,FALSE,90,TRUE,FALSE,2,yes
FALSE,FALSE,72,TRUE,FALSE,2,yes
FALSE,FALSE,75,FALSE,FALSE,1,yes
FALSE,FALSE,14,FALSE,FALSE,1,no
FALSE,FALSE,0,FALSE,FALSE,0,no
FALSE,FALSE,43,TRUE,FALSE,5,no
TRUE,FALSE,88,FALSE,FALSE,2,yes
TRUE,FALSE,32,FALSE,FALSE,3,no
FALSE,FALSE,6,FALSE,FALSE,0,no
FALSE,FALSE,2,FALSE,FALSE,0,no
FALSE,TRUE,62,FALSE,FALSE,5,yes
TRUE,TRUE,81,FALSE,FALSE,4,yes
FALSE,FALSE,81,TRUE,FALSE,2,yes
FALSE,FALSE,5,FALSE,FALSE,0,no
FALSE,FALSE,37,FALSE,FALSE,2,no
FALSE,FALSE,41,FALSE,FALSE,3,no
TRUE,FALSE,111,FALSE,FALSE,2,yes
FALSE,FALSE,8,FALSE,FALSE,0,no
TRUE,TRUE,67,FALSE,FALSE,4,yes
TRUE,FALSE,64,FALSE,FALSE,1,yes
FALSE,TRUE,72,FALSE,FALSE,5,yes
TRUE,FALSE,30,FALSE,FALSE,1,yes
TRUE,FALSE,55,FALSE,FALSE,2,no
TRUE,TRUE,83,FALSE,FALSE,4,yes
FALSE,FALSE,8,FALSE,FALSE,0,no
FALSE,FALSE,45,TRUE,TRUE,2,no
FALSE,FALSE,8,FALSE,FALSE,0,no
TRUE,FALSE,61,FALSE,TRUE,2,no
TRUE,FALSE,33,FALSE,TRUE,3,no
FALSE,FALSE,2,FALSE,FALSE,0,no
TRUE,FALSE,80,FALSE,FALSE,3,no
FALSE,FALSE,21,FALSE,FALSE,1,no
TRUE,FALSE,77,FALSE,FALSE,2,yes
FALSE,FALSE,13,FALSE,FALSE,1,no
TRUE,FALSE,76,FALSE,FALSE,1,yes
FALSE,TRUE,97,FALSE,FALSE,4,yes
FALSE,FALSE,75,TRUE,FALSE,2,yes
FALSE,FALSE,8,FALSE,FALSE,0,no
TRUE,FALSE,49,FALSE,FALSE,2,yes
FALSE,FALSE,72,FALSE,FALSE,1,yes
FALSE,FALSE,32,FALSE,FALSE,2,no
TRUE,TRUE,58,FALSE,FALSE,4,yes
FALSE,FALSE,61,FALSE,FALSE,1,yes
TRUE,FALSE,99,FALSE,FALSE,1,yes
FALSE,TRUE,115,FALSE,FALSE,4,yes
FALSE,FALSE,44,TRUE,FALSE,5,no
TRUE,FALSE,33,FALSE,FALSE,1,yes
FALSE,FALSE,22,FALSE,FALSE,2,yes
FALSE,FALSE,9,FALSE,FALSE,0,no
FALSE,FALSE,4,FALSE,FALSE,0,no
FALSE,FALSE,61,FALSE,FALSE,1,yes
FALSE,FALSE,10,FALSE,FALSE,0,no
FALSE,FALSE,11,TRUE,FALSE,2,no
FALSE,TRUE,115,FALSE,FALSE,4,yes
FALSE,TRUE,66,FALSE,FALSE,5,yes
FALSE,FALSE,28,FALSE,FALSE,1,no
TRUE,FALSE,77,FALSE,FALSE,2,yes
FALSE,FALSE,6,FALSE,FALSE,0,no
FALSE,TRUE,72,FALSE,FALSE,4,yes
TRUE,FALSE,59,FALSE,FALSE,2,no
FALSE,FALSE,13,FALSE,FALSE,1,no
FALSE,TRUE,61,FALSE,FALSE,5,yes
TRUE,FALSE,24,FALSE,FALSE,1,yes
FALSE,FALSE,9,FALSE,FALSE,0,no
TRUE,FALSE,47,FALSE,FALSE,1,no
FALSE,FALSE,46,TRUE,TRUE,2,no
TRUE,FALSE,74,FALSE,FALSE,2,yes
FALSE,FALSE,12,FALSE,FALSE,2,no
TRUE,FALSE,35,FALSE,FALSE,1,yes
TRUE,FALSE,89,FALSE,FALSE,2,yes
TRUE,FALSE,54,FALSE,FALSE,1,yes
FALSE,FALSE,64,FALSE,FALSE,3,yes
TRUE,FALSE,90,FALSE,FALSE,3,no
TRUE,FALSE,32,FALSE,FALSE,1,yes
FALSE,FALSE,78,FALSE,FALSE,1,yes
FALSE,FALSE,6,FALSE,FALSE,0,no
FALSE,TRUE,111,TRUE,FALSE,2,yes
TRUE,FALSE,55,FALSE,FALSE,2,yes
FALSE,FALSE,22,FALSE,FALSE,2,no
TRUE,FALSE,81,FALSE,FALSE,3,no
FALSE,FALSE,23,FALSE,FALSE,2,no
FALSE,FALSE,37,FALSE,FALSE,2,no
FALSE,FALSE,22,FALSE,FALSE,0,no
FALSE,FALSE,74,FALSE,FALSE,1,yes
FALSE,TRUE,51,FALSE,FALSE,5,yes
TRUE,FALSE,76,FALSE,FALSE,2,no
TRUE,FALSE,78,FALSE,FALSE,2,yes
TRUE,TRUE,65,FALSE,TRUE,4,yes
TRUE,FALSE,79,FALSE,FALSE,3,no
TRUE,TRUE,78,FALSE,FALSE,4,yes
TRUE,FALSE,83,FALSE,FALSE,3,no
TRUE,FALSE,62,FALSE,FALSE,2,no
TRUE,TRUE,79,FALSE,FALSE,4,yes
FALSE,TRUE,61,FALSE,FALSE,4,yes
FALSE,FALSE,91,TRUE,FALSE,2,yes
TRUE,FALSE,86,FALSE,FALSE,2,yes
FALSE,FALSE,15,FALSE,FALSE,1,no
FALSE,TRUE,68,FALSE,FALSE,5,yes
FALSE,FALSE,61,TRUE,TRUE,2,no
FALSE,FALSE,6,FALSE,FALSE,0,no
TRUE,FALSE,70,FALSE,FALSE,2,yes
FALSE,FALSE,17,FALSE,FALSE,1,no
TRUE,FALSE,62,FALSE,FALSE,1,yes
TRUE,FALSE,81,FALSE,FALSE,3,no
TRUE,FALSE,35,FALSE,FALSE,1,no
FALSE,FALSE,39,FALSE,FALSE,3,no
TRUE,FALSE,94,FALSE,FALSE,2,yes
TRUE,FALSE,78,FALSE,FALSE,2,yes
FALSE,FALSE,16,FALSE,FALSE,2,no
TRUE,FALSE,57,FALSE,FALSE,1,yes
TRUE,FALSE,63,FALSE,FALSE,2,yes
TRUE,FALSE,45,FALSE,FALSE,2,yes
FALSE,FALSE,6,FALSE,FALSE,0,no
TRUE,FALSE,55,FALSE,FALSE,2,yes
FALSE,FALSE,18,FALSE,FALSE,2,no
TRUE,FALSE,60,FALSE,TRUE,2,no
TRUE,FALSE,32,FALSE,FALSE,1,yes
TRUE,FALSE,22,FALSE,FALSE,1,yes
FALSE,FALSE,14,FALSE,FALSE,1,no
FALSE,FALSE,57,TRUE,TRUE,2,no
FALSE,FALSE,5,FALSE,FALSE,0,no
FALSE,FALSE,30,FALSE,FALSE,3,no
FALSE,FALSE,100,TRUE,FALSE,2,yes
FALSE,FALSE,7,FALSE,FALSE,0,no
TRUE,FALSE,29,FALSE,FALSE,1,yes
FALSE,FALSE,52,TRUE,TRUE,2,no
FALSE,FALSE,21,FALSE,FALSE,2,no
TRUE,FALSE,76,FALSE,FALSE,2,yes
FALSE,FALSE,11,FALSE,TRUE,0,no
FALSE,FALSE,78,TRUE,FALSE,5,no
FALSE,FALSE,12,FALSE,FALSE,0,no
FALSE,FALSE,67,FALSE,FALSE,1,yes
TRUE,FALSE,36,FALSE,FALSE,2,no
TRUE,FALSE,97,FALSE,FALSE,3,no
TRUE,FALSE,74,FALSE,FALSE,2,yes
FALSE,FALSE,27,FALSE,FALSE,3,no
TRUE,FALSE,71,FALSE,FALSE,2,yes
FALSE,FALSE,24,FALSE,FALSE,2,no
FALSE,FALSE,15,FALSE,FALSE,1,no
FALSE,FALSE,8,FALSE,FALSE,0,no
FALSE,FALSE,28,FALSE,TRUE,0,no
FALSE,FALSE,17,FALSE,FALSE,0,no
FALSE,FALSE,75,TRUE,FALSE,5,no
FALSE,FALSE,52,FALSE,FALSE,1,yes
TRUE,FALSE,58,FALSE,FALSE,2,no
FALSE,FALSE,89,TRUE,FALSE,2,yes
TRUE,FALSE,83,FALSE,FALSE,2,yes
TRUE,FALSE,83,FALSE,FALSE,2,yes
FALSE,FALSE,6,FALSE,FALSE,0,no
FALSE,FALSE,13,FALSE,FALSE,0,no
FALSE,FALSE,117,FALSE,FALSE,1,yes
TRUE,FALSE,57,FALSE,FALSE,2,no
FALSE,FALSE,12,FALSE,FALSE,1,no
FALSE,FALSE,19,FALSE,FALSE,2,no
FALSE,TRUE,68,FALSE,FALSE,5,yes
TRUE,FALSE,71,FALSE,FALSE,2,yes
TRUE,FALSE,94,FALSE,FALSE,1,yes
FALSE,FALSE,4,FALSE,FALSE,0,no
FALSE,FALSE,25,FALSE,FALSE,2,no
TRUE,FALSE,98,FALSE,FALSE,2,yes
FALSE,FALSE,57,FALSE,FALSE,1,yes
FALSE,FALSE,66,TRUE,TRUE,2,no
FALSE,TRUE,117,FALSE,FALSE,4,yes
FALSE,FALSE,91,TRUE,FALSE,2,yes
FALSE,FALSE,19,TRUE,TRUE,3,no
FALSE,TRUE,86,TRUE,FALSE,2,yes
FALSE,FALSE,6,FALSE,FALSE,0,no
FALSE,FALSE,64,TRUE,FALSE,5,no
FALSE,FALSE,77,TRUE,FALSE,2,yes
TRUE,FALSE,29,FALSE,FALSE,1,yes
FALSE,FALSE,32,TRUE,TRUE,2,no
FALSE,FALSE,18,FALSE,FALSE,1,no
FALSE,FALSE,27,FALSE,FALSE,2,no
FALSE,FALSE,28,TRUE,TRUE,2,no
FALSE,FALSE,9,FALSE,FALSE,0,no
TRUE,TRUE,77,FALSE,FALSE,4,yes
FALSE,FALSE,25,FALSE,FALSE,1,no
FALSE,FALSE,5,FALSE,FALSE,0,no
FALSE,TRUE,77,FALSE,FALSE,5,yes
TRUE,FALSE,88,FALSE,FALSE,2,yes
FALSE,FALSE,32,FALSE,FALSE,2,no
FALSE,FALSE,22,FALSE,FALSE,2,no
TRUE,FALSE,79,FALSE,FALSE,1,yes
FALSE,FALSE,15,TRUE,FALSE,2,no
FALSE,TRUE,59,FALSE,FALSE,5,yes
